# DESeq2/Condition GF vs wt
NVE100	K07152
NVE1259	K04526
NVE126	K14951
NVE12610	K15198
NVE12627	K03028
NVE1264	K00972
NVE12649	K00760
NVE12650	K09582
NVE12654	K11731
NVE12664	K16219
NVE12665	K07827
NVE12669	K15161
NVE12675	K01110
NVE12677	K01047
NVE1268	K09627
NVE12688	K17387
NVE12704	K15112
NVE12705	K14555
NVE12739	K08187
NVE1274	K11140
NVE12748	K09848
NVE12750	K00232
NVE12751	K12405
NVE12755	K08465
NVE12757	K06756
NVE12759	K02734
NVE1276	K20478
NVE12762	K09268
NVE12789	K21066
NVE12804	K03351
NVE12805	K00008
NVE1282	K08889
NVE12823	K14411
NVE12824	K03174
NVE12849	K02151
NVE1285	K04659
NVE12850	K00020
NVE12856	K11651
NVE1286	K16866
NVE12866	K06890
NVE12867	K03258
NVE1287	K10809
NVE12873	K14399
NVE12874	K00275
NVE12884	K10684
NVE12885	K12168
NVE12889	K11716
NVE12898	K02213
NVE12901	K04598
NVE12903	K04550
NVE12905	K08824
NVE12906	K08187
NVE12908	K00734
NVE1291	K02548
NVE12914	K11850
NVE12922	K06560
NVE12928	K06560
NVE1293	K01793
NVE12932	K18212
NVE12933	K15448
NVE12935	K10356
NVE12938	K04987
NVE12944	K07375
NVE12949	K12619
NVE12955	K03066
NVE12958	K17356
NVE12962	K14616
NVE12966	K12389
NVE12969	K17972
NVE12979	K04950
NVE12985	K21919
NVE12986	K00079
NVE12987	K01783
NVE1299	K04984
NVE12991	K12567
NVE12992	K12567
NVE12994	K12818
NVE12996	K17278
NVE13003	K17964
NVE13009	K09497
NVE13010	K00140
NVE13011	K21775
NVE13014	K03106
NVE13015	K06115
NVE13027	K11997
NVE1303	K15104
NVE13031	K11492
NVE13039	K19912
NVE1307	K19328
NVE13078	K09430
NVE13080	K03353
NVE1309	K19328
NVE13094	K06777
NVE13106	K01298
NVE1311	K12275
NVE1312	K01197
NVE13123	K11427
NVE13124	K12870
NVE13125	K11352
NVE13129	K00966
NVE13135	K00139
NVE13138	K07955
NVE13139	K17782
NVE13144	K03013
NVE1315	K00861
NVE13163	K00615
NVE13170	K13528
NVE13171	K14561
NVE13177	K09487
NVE13179	K07374
NVE13181	K04459
NVE13205	K13347
NVE13207	K07019
NVE13231	K15015
NVE1326	K17302
NVE13266	K07178
NVE13277	K04946
NVE1330	K02148
NVE13301	K02925
NVE13307	K07393
NVE13313	K11855
NVE13315	K04374
NVE13324	K18203
NVE1333	K02949
NVE13347	K09523
NVE13350	K19677
NVE13366	K04523
NVE13368	K06840
NVE13389	K13748
NVE13400	K09267
NVE13401	K12185
NVE13412	K04135
NVE13413	K02296
NVE13418	K19944
NVE13419	K07964
NVE13423	K01477
NVE13447	K02868
NVE13460	K21890
NVE13474	K04800
NVE13493	K15162
NVE13500	K00486
NVE13506	K13748
NVE13508	K05396
NVE13515	K09506
NVE13516	K12394
NVE13519	K10886
NVE13520	K08343
NVE13528	K09216
NVE13529	K05769
NVE13532	K14165
NVE13550	K09660
NVE13555	K12259
NVE13572	K07424
NVE13578	K05592
NVE1360	K13297
NVE13600	K17361
NVE13606	K17768
NVE13657	K14407
NVE13658	K08770
NVE13661	K11405
NVE13662	K13171
NVE13663	K16795
NVE13672	K04984
NVE13676	K00164
NVE13682	K09550
NVE13683	K14994
NVE13686	K18587
NVE13688	K04534
NVE13689	K11270
NVE1369	K20726
NVE13710	K02432
NVE13711	K04796
NVE1373	K14720
NVE1374	K14720
NVE1375	K13937
NVE13763	K03660
NVE1377	K00587
NVE13784	K18643
NVE13794	K01866
NVE13802	K05702
NVE13830	K13137
NVE1385	K03320
NVE13858	K12169
NVE13871	K15281
NVE13880	K03364
NVE13893	K13202
NVE13904	K15255
NVE13905	K11092
NVE13907	K20056
NVE13908	K14560
NVE13909	K20215
NVE13911	K05884
NVE13913	K14692
NVE13914	K00387
NVE13916	K10369
NVE1392	K06532
NVE13930	K05931
NVE13935	K12393
NVE1394	K00147
NVE13940	K09398
NVE13950	K13983
NVE13952	K22188
NVE13964	K13199
NVE13965	K11789
NVE13974	K01764
NVE1398	K10728
NVE13981	K09232
NVE13984	K14009
NVE13993	K10703
NVE14007	K16942
NVE14016	K13206
NVE14019	K14798
NVE14030	K21763
NVE14035	K20794
NVE14036	K01939
NVE14046	K05039
NVE14064	K18166
NVE14073	K14020
NVE14076	K19360
NVE14083	K07944
NVE141	K08465
NVE14118	K01540
NVE14122	K04988
NVE14124	K20685
NVE1413	K13356
NVE14162	K17341
NVE14164	K17341
NVE14168	K17341
NVE14180	K07911
NVE14193	K00240
NVE14195	K04231
NVE1420	K00108
NVE14201	K05692
NVE14204	K12847
NVE14208	K01681
NVE14211	K16466
NVE14220	K05750
NVE14229	K08378
NVE14265	K02912
NVE14267	K03134
NVE14277	K20705
NVE14282	K12323
NVE14301	K00698
NVE14309	K09454
NVE14340	K00508
NVE14374	K22384
NVE14394	K22145
NVE14400	K07440
NVE14401	K02607
NVE14403	K02863
NVE14405	K17508
NVE14412	K02879
NVE14460	K05181
NVE14464	K12178
NVE14472	K14406
NVE14474	K13761
NVE14485	K01528
NVE14486	K08526
NVE14487	K00314
NVE14492	K13337
NVE14504	K13335
NVE14527	K00546
NVE14552	K17751
NVE14558	K12404
NVE14563	K11728
NVE14564	K15438
NVE14566	K13238
NVE14567	K13238
NVE14578	K15627
NVE1458	K02959
NVE14583	K00803
NVE1459	K12505
NVE14592	K01307
NVE14615	K06883
NVE1464	K19882
NVE14677	K09057
NVE14731	K12822
NVE14748	K01990
NVE14749	K05648
NVE14757	K04809
NVE14758	K05312
NVE14762	K17279
NVE14764	K13105
NVE14766	K00030
NVE14777	K15293
NVE14788	K14798
NVE14790	K22137
NVE14794	K03240
NVE14801	K13221
NVE14805	K19682
NVE14825	K04367
NVE14842	K15516
NVE14844	K01968
NVE14846	K06491
NVE14848	K00966
NVE14868	K04988
NVE14881	K12897
NVE14883	K09093
NVE14884	K07374
NVE14885	K07374
NVE14888	K19178
NVE14897	K16196
NVE14904	K03164
NVE14908	K19910
NVE14910	K00006
NVE14916	K04564
NVE14917	K09577
NVE14919	K08776
NVE14926	K02894
NVE14927	K09517
NVE14928	K16578
NVE14933	K07374
NVE14934	K12755
NVE14935	K10596
NVE1494	K20478
NVE14943	K15177
NVE1495	K20478
NVE14952	K17341
NVE14953	K17341
NVE14954	K17341
NVE14970	K12872
NVE14971	K20858
NVE14980	K02871
NVE14985	K01415
NVE14986	K08635
NVE14996	K11252
NVE15003	K19995
NVE15005	K22290
NVE15006	K13140
NVE15010	K19907
NVE1502	K01873
NVE15024	K05449
NVE15038	K14843
NVE15043	K16273
NVE15052	K17422
NVE15056	K20793
NVE15070	K08187
NVE15075	K12834
NVE15084	K10990
NVE15086	K09511
NVE15089	K03317
NVE15092	K19525
NVE15105	K04373
NVE15173	K18754
NVE15176	K00611
NVE15180	K11875
NVE15183	K10408
NVE15187	K16343
NVE15195	K00799
NVE15202	K00761
NVE15210	K02137
NVE15238	K19721
NVE15239	K19721
NVE15255	K17286
NVE15256	K17286
NVE15261	K04397
NVE15262	K02950
NVE15276	K15040
NVE15297	K00364
NVE15298	K16911
NVE15323	K15102
NVE15324	K07424
NVE15326	K12865
NVE15328	K20857
NVE15330	K10408
NVE15339	K15015
NVE1535	K03242
NVE15353	K11718
NVE15354	K09452
NVE15378	K07427
NVE15380	K07427
NVE15381	K03019
NVE15382	K04605
NVE15406	K11671
NVE15414	K17086
NVE15417	K19201
NVE15418	K18467
NVE15419	K20804
NVE15424	K00871
NVE15432	K13703
NVE15433	K07876
NVE15435	K03283
NVE15437	K15449
NVE15442	K16574
NVE15453	K09115
NVE15459	K06641
NVE15469	K04646
NVE15477	K08606
NVE15479	K18890
NVE15488	K07374
NVE15492	K18438
NVE15498	K09613
NVE15499	K02876
NVE155	K14021
NVE15511	K15439
NVE15516	K18592
NVE15522	K10871
NVE15530	K11471
NVE15537	K10301
NVE1554	K10578
NVE15540	K06127
NVE15554	K09048
NVE15556	K00500
NVE15559	K09067
NVE15569	K06778
NVE1557	K01349
NVE15571	K06778
NVE15576	K06778
NVE15590	K09646
NVE15603	K04150
NVE15607	K03260
NVE15612	K14354
NVE15614	K11142
NVE1563	K09500
NVE15643	K02503
NVE15654	K11411
NVE15667	K17108
NVE15668	K11253
NVE15669	K20477
NVE1567	K00830
NVE15673	K17414
NVE15677	K02264
NVE15678	K22390
NVE15679	K19511
NVE15688	K11713
NVE1569	K11778
NVE1572	K01230
NVE15723	K14085
NVE15724	K14085
NVE15730	K19904
NVE15731	K19911
NVE15733	K08056
NVE15734	K08056
NVE15735	K06847
NVE15752	K08675
NVE15754	K15363
NVE15785	K12171
NVE15789	K12948
NVE15790	K11842
NVE15815	K10397
NVE15822	K17495
NVE15830	K22282
NVE15831	K09233
NVE15835	K12666
NVE15845	K08799
NVE15854	K12751
NVE15856	K14703
NVE15857	K05094
NVE15866	K07197
NVE15868	K04289
NVE15873	K05850
NVE15879	K16288
NVE15882	K17951
NVE15883	K07920
NVE15884	K07917
NVE15886	K20689
NVE15887	K20689
NVE15891	K06013
NVE15893	K03676
NVE15896	K05763
NVE1591	K20795
NVE15913	K03036
NVE15925	K20704
NVE15926	K05941
NVE15927	K03017
NVE1593	K09564
NVE15961	K02881
NVE15962	K20347
NVE15963	K05857
NVE15966	K13988
NVE15967	K20347
NVE15969	K06978
NVE15973	K08681
NVE15974	K06215
NVE15980	K17382
NVE15999	K08816
NVE16000	K11977
NVE1602	K16353
NVE16028	K12849
NVE16031	K07424
NVE16035	K03578
NVE1605	K19502
NVE1609	K01201
NVE16101	K14191
NVE16104	K21852
NVE16105	K21852
NVE16109	K05051
NVE16114	K04984
NVE16115	K04984
NVE16118	K04375
NVE16133	K05410
NVE16136	K17255
NVE16149	K17499
NVE16181	K00820
NVE16202	K14310
NVE16224	K09552
NVE16228	K06971
NVE16238	K09497
NVE1625	K17915
NVE16256	K01749
NVE16259	K11514
NVE16286	K19022
NVE16289	K09640
NVE16290	K01206
NVE16298	K15695
NVE16306	K05768
NVE16308	K05768
NVE16318	K20285
NVE16336	K21554
NVE16339	K20365
NVE16344	K10105
NVE16352	K14521
NVE16354	K09442
NVE16356	K00933
NVE16360	K20223
NVE16370	K16893
NVE16373	K09304
NVE16385	K09428
NVE16389	K10398
NVE1639	K04488
NVE16396	K11321
NVE16398	K18710
NVE16399	K19041
NVE16405	K18741
NVE16406	K05955
NVE16410	K00560
NVE16413	K00432
NVE16423	K02319
NVE16432	K07852
NVE16435	K12846
NVE16441	K04967
NVE16451	K13421
NVE16453	K17266
NVE16468	K22125
NVE16470	K22125
NVE16474	K05094
NVE16481	K06816
NVE16485	K13084
NVE16489	K08465
NVE16490	K05048
NVE16491	K05048
NVE16494	K04988
NVE16496	K14613
NVE16507	K20478
NVE16526	K02437
NVE16528	K12830
NVE1654	K00799
NVE16547	K01310
NVE16551	K00624
NVE16552	K00624
NVE16567	K03168
NVE16574	K16174
NVE16575	K17552
NVE1658	K00286
NVE16584	K14713
NVE16598	K12647
NVE16604	K20369
NVE16608	K05754
NVE16610	K14686
NVE16617	K10866
NVE16619	K01519
NVE16620	K10425
NVE16625	K20825
NVE16632	K21879
NVE16638	K14387
NVE16658	K02085
NVE1666	K13179
NVE16684	K22390
NVE1670	K10612
NVE16736	K11228
NVE1674	K13160
NVE16747	K00999
NVE16749	K00967
NVE16750	K17809
NVE16754	K01195
NVE16756	K06883
NVE16757	K09568
NVE16759	K12878
NVE16768	K00605
NVE1679	K10277
NVE16798	K10144
NVE168	K06106
NVE16809	K09228
NVE16812	K07126
NVE16827	K21754
NVE16831	K12487
NVE16846	K05743
NVE1685	K01045
NVE16850	K20182
NVE16855	K01581
NVE16859	K01922
NVE16875	K00573
NVE16876	K04448
NVE16879	K14293
NVE16882	K03250
NVE16888	K11108
NVE16891	K12896
NVE16892	K12896
NVE16900	K10457
NVE16903	K13482
NVE16912	K00915
NVE16915	K20520
NVE16923	K19608
NVE16926	K06767
NVE16945	K12304
NVE16946	K00666
NVE16994	K16471
NVE17003	K00365
NVE17005	K00773
NVE17019	K10454
NVE17026	K02946
NVE17027	K09649
NVE17039	K14847
NVE17048	K20526
NVE17049	K20526
NVE17074	K04716
NVE17076	K14683
NVE17088	K20828
NVE17093	K11790
NVE17098	K10260
NVE17099	K06724
NVE17104	K17094
NVE17115	K03120
NVE17128	K13122
NVE17138	K12383
NVE17149	K04968
NVE17153	K19870
NVE17154	K15410
NVE17180	K15183
NVE17181	K08369
NVE17186	K02207
NVE17187	K00965
NVE17197	K01868
NVE17198	K12383
NVE172	K00616
NVE1720	K20803
NVE17215	K03937
NVE17223	K08606
NVE1723	K09519
NVE17234	K11662
NVE17277	K10895
NVE17279	K00471
NVE17289	K13644
NVE173	K04515
NVE17309	K05360
NVE17310	K12478
NVE17319	K15272
NVE17322	K01900
NVE17337	K18626
NVE17340	K14771
NVE17350	K13165
NVE17351	K22071
NVE17353	K06620
NVE17355	K12598
NVE17359	K09973
NVE17360	K07375
NVE17366	K20310
NVE17367	K01008
NVE17369	K17698
NVE17373	K14616
NVE17374	K18465
NVE17377	K04150
NVE17386	K12343
NVE17395	K08855
NVE1740	K12470
NVE17403	K10890
NVE17404	K10478
NVE17407	K14322
NVE1741	K10751
NVE17411	K14820
NVE17462	K03029
NVE17481	K08202
NVE17521	K15734
NVE17522	K20013
NVE17523	K15084
NVE17549	K20178
NVE17550	K20178
NVE17562	K20051
NVE17569	K01948
NVE17570	K15048
NVE17606	K14394
NVE17611	K12035
NVE17612	K13345
NVE17623	K01426
NVE17628	K19197
NVE17632	K12229
NVE17642	K13649
NVE17646	K05747
NVE17654	K03929
NVE17668	K11550
NVE1767	K18283
NVE17672	K15015
NVE17685	K05858
NVE17689	K19680
NVE17690	K08821
NVE1774	K01870
NVE17751	K18665
NVE17752	K02930
NVE17778	K10408
NVE17787	K12302
NVE1780	K00444
NVE17802	K06777
NVE17813	K00856
NVE17817	K02087
NVE17833	K10446
NVE17852	K11857
NVE1787	K07575
NVE17877	K05619
NVE17881	K17571
NVE17882	K00758
NVE17886	K08515
NVE17892	K19907
NVE1790	K17566
NVE17901	K19021
NVE17903	K01115
NVE17918	K18258
NVE1793	K17087
NVE17949	K10356
NVE1795	K14830
NVE17975	K03320
NVE17983	K22399
NVE18014	K01555
NVE18016	K03113
NVE18017	K14689
NVE18019	K09516
NVE18021	K04266
NVE18023	K21398
NVE18033	K20185
NVE18035	K22291
NVE18042	K15119
NVE18051	K08834
NVE18060	K18401
NVE18061	K07208
NVE18069	K14324
NVE18071	K12191
NVE18073	K14383
NVE18075	K05758
NVE18079	K00757
NVE18081	K08360
NVE18094	K00973
NVE18103	K00717
NVE18105	K12323
NVE18114	K02270
NVE18136	K13100
NVE18137	K02208
NVE18172	K00512
NVE18173	K17605
NVE18222	K20293
NVE18225	K19192
NVE18235	K06571
NVE18255	K09995
NVE18262	K20303
NVE18264	K14961
NVE18267	K17916
NVE18284	K11251
NVE18290	K09361
NVE18300	K03259
NVE18310	K05323
NVE18311	K10408
NVE18314	K06693
NVE18317	K01697
NVE18323	K00657
NVE18326	K05051
NVE18329	K03063
NVE18332	K17512
NVE18333	K16530
NVE18338	K11160
NVE18349	K17553
NVE18355	K03037
NVE18374	K18055
NVE18378	K16726
NVE18384	K09539
NVE18388	K02967
NVE18391	K18134
NVE1844	K05195
NVE18452	K03137
NVE18460	K08798
NVE18476	K02180
NVE18480	K09360
NVE18484	K09355
NVE18494	K01593
NVE18506	K05765
NVE18519	K08745
NVE1852	K04984
NVE18524	K10641
NVE18540	K03990
NVE18541	K18617
NVE18548	K05592
NVE18553	K10691
NVE18557	K08866
NVE18562	K00728
NVE18569	K13515
NVE1857	K17495
NVE1858	K01556
NVE18585	K05673
NVE18587	K05673
NVE18588	K05673
NVE18628	K10133
NVE18629	K06176
NVE18678	K06054
NVE18680	K06054
NVE18682	K09090
NVE18683	K06054
NVE18684	K20292
NVE18686	K18335
NVE18687	K05996
NVE18693	K19906
NVE18696	K06071
NVE18699	K00939
NVE18711	K08738
NVE18719	K14938
NVE18735	K09502
NVE18757	K01930
NVE1876	K08214
NVE18760	K10423
NVE18762	K00541
NVE18765	K20121
NVE18766	K12662
NVE18772	K04967
NVE18774	K04967
NVE18776	K01528
NVE1879	K00234
NVE1880	K21421
NVE18816	K02183
NVE1882	K17253
NVE18849	K20526
NVE1885	K19721
NVE18852	K03126
NVE18853	K20302
NVE18862	K15305
NVE18866	K00432
NVE18879	K14863
NVE18881	K07442
NVE18882	K05192
NVE18893	K05208
NVE18895	K02599
NVE18898	K16353
NVE18909	K01847
NVE18914	K11668
NVE18923	K01267
NVE18924	K14163
NVE18925	K01886
NVE18933	K10864
NVE18936	K01301
NVE18940	K06943
NVE18942	K12504
NVE18965	K04564
NVE18979	K07151
NVE18986	K12188
NVE18987	K18732
NVE18989	K04077
NVE18990	K04078
NVE18992	K16774
NVE190	K03039
NVE19006	K10277
NVE19008	K20180
NVE19013	K13248
NVE19025	K08833
NVE19050	K00020
NVE19053	K19863
NVE19058	K07050
NVE19059	K11153
NVE1906	K07870
NVE19065	K04729
NVE19068	K10740
NVE19076	K02886
NVE1908	K04392
NVE19098	K07140
NVE1910	K10747
NVE19100	K10415
NVE19115	K02921
NVE19118	K14565
NVE19122	K03870
NVE19125	K02954
NVE19132	K15275
NVE19140	K01647
NVE19148	K07560
NVE19181	K04307
NVE19183	K05768
NVE19184	K05768
NVE19211	K15633
NVE19215	K22415
NVE1923	K13138
NVE19231	K00693
NVE19257	K17341
NVE19285	K12021
NVE19286	K04367
NVE19318	K10158
NVE1933	K10477
NVE1934	K05627
NVE19341	K08187
NVE19345	K02183
NVE19347	K17580
NVE1935	K03253
NVE19357	K05186
NVE1936	K03253
NVE19361	K05181
NVE19387	K03130
NVE19388	K00844
NVE19392	K15223
NVE19396	K20032
NVE19398	K11279
NVE1940	K03035
NVE19400	K11276
NVE19435	K11699
NVE19445	K13207
NVE19479	K01230
NVE1948	K16453
NVE19480	K10144
NVE19499	K08801
NVE19502	K09866
NVE19503	K00939
NVE19511	K17495
NVE19516	K11577
NVE19517	K11577
NVE19523	K15791
NVE19524	K00164
NVE19526	K00654
NVE1953	K13354
NVE19531	K14000
NVE19549	K19465
NVE19555	K07880
NVE19557	K07937
NVE19562	K14592
NVE19565	K01301
NVE19566	K13295
NVE19572	K03262
NVE19573	K14970
NVE19586	K11165
NVE19590	K01277
NVE19596	K12383
NVE19604	K21862
NVE19605	K04837
NVE19607	K16353
NVE19611	K00728
NVE19616	K17421
NVE19631	K06275
NVE19633	K04515
NVE19665	K18592
NVE19668	K16810
NVE19683	K18462
NVE19691	K04798
NVE19693	K01310
NVE19694	K04266
NVE1971	K11294
NVE1972	K12946
NVE19730	K19402
NVE19737	K17261
NVE1975	K01514
NVE19755	K06942
NVE19760	K17701
NVE19762	K09324
NVE19766	K07375
NVE19775	K12811
NVE19776	K04615
NVE19788	K14525
NVE19789	K14683
NVE19797	K12491
NVE19802	K00600
NVE19804	K19363
NVE19809	K01644
NVE19812	K18211
NVE19817	K02901
NVE19829	K11224
NVE19830	K02735
NVE19861	K21403
NVE19865	K00472
NVE1987	K13353
NVE19899	K01204
NVE1990	K08765
NVE19925	K22074
NVE19928	K01969
NVE19942	K15297
NVE19946	K02144
NVE19949	K11806
NVE19960	K06630
NVE19961	K03094
NVE19965	K12373
NVE19966	K03331
NVE1997	K12180
NVE19975	K12385
NVE19980	K00507
NVE19985	K20367
NVE19989	K00907
NVE19990	K00907
NVE20000	K01711
NVE20023	K18055
NVE20034	K10704
NVE20069	K16353
NVE20074	K15180
NVE20075	K00699
NVE20080	K11517
NVE20082	K13763
NVE20086	K07942
NVE20090	K00512
NVE20101	K02513
NVE20115	K20123
NVE20120	K02147
NVE20126	K11498
NVE20127	K01737
NVE20137	K08790
NVE20146	K09353
NVE20148	K06532
NVE20151	K00884
NVE20159	K04200
NVE2016	K06254
NVE20165	K11150
NVE20170	K13720
NVE20172	K14283
NVE20186	K20120
NVE20187	K07964
NVE2019	K04438
NVE2020	K14012
NVE20201	K20778
NVE20202	K02159
NVE20247	K08369
NVE20248	K11343
NVE2028	K05673
NVE20286	K20160
NVE20296	K14570
NVE20303	K05692
NVE20305	K05692
NVE20307	K09140
NVE20315	K16677
NVE20319	K21595
NVE20320	K21595
NVE20340	K01301
NVE20342	K14634
NVE20347	K14005
NVE20357	K01301
NVE20358	K17253
NVE20360	K17341
NVE20378	K13912
NVE20398	K07841
NVE20401	K09250
NVE20403	K10450
NVE20409	K00214
NVE20411	K00214
NVE20412	K03283
NVE20413	K19495
NVE20414	K22147
NVE20431	K04425
NVE20450	K14570
NVE20452	K01758
NVE20454	K03848
NVE20467	K09090
NVE20476	K05629
NVE20478	K17404
NVE20482	K04994
NVE20485	K00888
NVE20491	K00944
NVE20498	K20363
NVE20501	K18592
NVE20506	K10364
NVE20508	K00799
NVE2052	K04919
NVE20548	K07424
NVE2055	K04892
NVE2056	K04892
NVE20576	K11140
NVE2058	K01206
NVE20585	K04450
NVE20602	K02154
NVE20604	K06115
NVE20608	K10536
NVE20613	K20472
NVE20622	K11275
NVE20625	K11600
NVE2063	K11413
NVE20648	K19721
NVE20658	K14589
NVE20659	K09529
NVE2066	K06944
NVE20662	K14816
NVE20682	K02932
NVE20686	K01148
NVE20699	K05730
NVE20732	K09067
NVE20754	K06030
NVE20755	K02738
NVE20758	K14169
NVE20759	K15279
NVE20763	K17401
NVE20765	K17681
NVE20781	K07440
NVE20797	K00797
NVE2080	K02223
NVE20808	K13365
NVE20811	K00700
NVE20829	K00546
NVE20857	K15293
NVE20865	K01253
NVE20867	K06107
NVE20892	K09341
NVE20893	K14459
NVE20898	K09349
NVE20906	K00629
NVE20907	K15294
NVE20908	K17547
NVE2091	K10799
NVE20910	K03175
NVE20915	K10249
NVE20916	K10249
NVE2092	K15719
NVE20920	K04605
NVE20928	K03535
NVE20933	K12302
NVE20934	K01689
NVE20936	K01557
NVE20941	K00819
NVE20942	K14611
NVE20950	K01883
NVE20957	K11129
NVE20959	K13708
NVE20960	K04150
NVE20977	K13704
NVE20979	K15263
NVE20982	K18416
NVE20983	K03575
NVE20984	K10660
NVE20986	K00555
NVE20987	K15167
NVE20993	K18674
NVE20997	K15213
NVE21002	K08064
NVE21004	K04796
NVE21011	K02259
NVE21013	K06173
NVE21027	K07119
NVE21029	K20840
NVE21037	K05673
NVE21043	K04988
NVE21049	K08793
NVE21051	K16732
NVE21052	K14766
NVE21054	K06210
NVE21055	K08957
NVE21057	K18123
NVE21062	K14794
NVE21074	K17341
NVE21086	K03424
NVE21090	K04448
NVE21095	K19369
NVE21105	K19721
NVE21107	K19721
NVE21109	K08517
NVE21116	K18263
NVE21117	K08631
NVE2112	K12305
NVE21121	K01530
NVE21130	K20795
NVE21131	K12132
NVE21137	K19907
NVE21138	K19904
NVE21168	K20175
NVE21175	K11086
NVE2118	K06537
NVE21203	K10151
NVE21222	K07937
NVE21228	K21396
NVE2123	K11434
NVE21246	K08202
NVE21247	K08202
NVE21249	K16353
NVE21256	K10424
NVE21257	K16198
NVE21267	K02726
NVE21269	K01876
NVE21271	K00942
NVE21274	K11827
NVE21275	K20635
NVE21277	K12362
NVE21284	K05858
NVE213	K06628
NVE21302	K02864
NVE21306	K19675
NVE21309	K07002
NVE21359	K19685
NVE21361	K15498
NVE21377	K01895
NVE2138	K07944
NVE21382	K17609
NVE21389	K10808
NVE21397	K09022
NVE21408	K18245
NVE21409	K17254
NVE21410	K10739
NVE21418	K16775
NVE21434	K09396
NVE21438	K05181
NVE21445	K09332
NVE21450	K13203
NVE21451	K12741
NVE21452	K01836
NVE21454	K02332
NVE21455	K01893
NVE21471	K04910
NVE21498	K20349
NVE21503	K00922
NVE21507	K02955
NVE21509	K05312
NVE21513	K19970
NVE21514	K10752
NVE21530	K22070
NVE21539	K21970
NVE21542	K10457
NVE21547	K04809
NVE2156	K04810
NVE21560	K19525
NVE21564	K19525
NVE21575	K01322
NVE21577	K11972
NVE21578	K02885
NVE21579	K14815
NVE216	K18334
NVE21603	K19177
NVE21606	K14079
NVE2161	K02947
NVE21620	K12391
NVE21625	K17253
NVE21628	K04988
NVE21630	K17253
NVE21632	K10454
NVE21641	K06875
NVE21647	K00290
NVE21652	K14767
NVE21710	K17382
NVE2172	K04043
NVE21727	K13866
NVE21734	K03833
NVE21738	K00485
NVE21741	K15306
NVE21743	K11729
NVE21774	K00488
NVE21775	K12856
NVE21785	K14308
NVE21786	K03252
NVE21799	K08202
NVE21843	K00297
NVE21844	K19934
NVE21847	K14311
NVE21851	K04397
NVE21861	K11826
NVE21877	K04615
NVE21878	K00049
NVE21886	K08018
NVE21891	K00746
NVE21910	K18584
NVE21922	K05192
NVE2193	K12035
NVE21933	K14312
NVE2194	K12035
NVE21967	K02940
NVE21969	K05864
NVE21987	K14007
NVE21991	K14616
NVE21993	K09608
NVE21995	K21989
NVE21996	K21989
NVE22009	K01892
NVE2202	K01091
NVE22023	K19410
NVE22025	K00477
NVE22030	K09850
NVE22032	K13192
NVE22038	K05749
NVE22039	K05749
NVE22045	K09608
NVE2205	K15381
NVE22059	K15683
NVE22145	K01052
NVE22157	K03781
NVE22170	K01301
NVE22173	K16726
NVE22188	K14213
NVE22192	K05289
NVE22193	K00413
NVE22194	K02449
NVE222	K06067
NVE22201	K05695
NVE2223	K00544
NVE22241	K14309
NVE22243	K17509
NVE22248	K02838
NVE22250	K12132
NVE22265	K19942
NVE2228	K00128
NVE22283	K12035
NVE22288	K02516
NVE22293	K03238
NVE22299	K13051
NVE2230	K12176
NVE22317	K01596
NVE22318	K01596
NVE22319	K18026
NVE2234	K01359
NVE22347	K01939
NVE22361	K22382
NVE22362	K00658
NVE22372	K04482
NVE22376	K01724
NVE22377	K02209
NVE22378	K06269
NVE22383	K18184
NVE22384	K06637
NVE22395	K13025
NVE224	K00940
NVE22401	K14715
NVE22411	K03233
NVE22425	K11665
NVE22426	K14841
NVE22428	K02730
NVE22443	K03131
NVE22444	K01958
NVE22445	K01958
NVE22448	K10667
NVE22453	K04988
NVE22457	K00670
NVE22467	K10601
NVE22473	K08003
NVE22476	K02977
NVE22488	K00569
NVE22509	K13278
NVE2252	K13044
NVE22524	K04223
NVE22525	K04079
NVE2253	K07178
NVE22530	K02183
NVE22537	K05546
NVE22539	K08585
NVE22547	K00863
NVE22553	K01166
NVE2256	K02915
NVE22567	K11584
NVE2257	K14763
NVE22570	K17770
NVE22588	K03265
NVE22611	K05190
NVE22615	K00128
NVE22629	K00567
NVE22651	K01923
NVE22661	K11807
NVE2267	K07376
NVE22672	K03062
NVE22673	K13187
NVE22689	K18646
NVE22693	K13887
NVE22697	K13646
NVE227	K14003
NVE2271	K02342
NVE22712	K10643
NVE2273	K05306
NVE22737	K10251
NVE22740	K15290
NVE2275	K00213
NVE22752	K03294
NVE22753	K15734
NVE22759	K13111
NVE22761	K01803
NVE2277	K07376
NVE22782	K11718
NVE2284	K02888
NVE22853	K18237
NVE22855	K06316
NVE22856	K09583
NVE22861	K02206
NVE22877	K04420
NVE22894	K05051
NVE22895	K13750
NVE22930	K00323
NVE22939	K14015
NVE2295	K02929
NVE22954	K03521
NVE22958	K18666
NVE22973	K15303
NVE22974	K14537
NVE22976	K03505
NVE22978	K07752
NVE22979	K18423
NVE22991	K16353
NVE23003	K04828
NVE23006	K09291
NVE23007	K04605
NVE23023	K18260
NVE23028	K15789
NVE23033	K05218
NVE23034	K08187
NVE23044	K01242
NVE23047	K01148
NVE23052	K06630
NVE23053	K14809
NVE23055	K00228
NVE2307	K06171
NVE23079	K15181
NVE2308	K10879
NVE2309	K00236
NVE23141	K05673
NVE23142	K18461
NVE2315	K05673
