"","transcript","ORF","cluster","bE","bJ","bA","SP","No.TM","KO","Kegg"
"15119","NVE5504","Gene.8526::NVE5504::g.8526::m.8526","cluster337",0,0,0,"N",0,"",""
"15121","NVE5507","Gene.8530::NVE5507::g.8530::m.8530","cluster6941",0,0,0,"N",6,"",""
"15122","NVE5508","Gene.8531::NVE5508::g.8531::m.8531","cluster9",0,0,0,"N",0,"",""
"15123","NVE5508","Gene.8532::NVE5508::g.8532::m.8532","cluster189",0,0,0,"N",0,"",""
"15124","NVE5508","Gene.8533::NVE5508::g.8533::m.8533","cluster140",0,0,0,"N",0,"",""
"15125","NVE5509","Gene.8534::NVE5509::g.8534::m.8534","cluster2818",0,0,0,"N",0,"",""
"15126","NVE5510","Gene.8535::NVE5510::g.8535::m.8535","cluster571",0,0,0,"N",0,"",""
"15128","NVE5514","Gene.8539::NVE5514::g.8539::m.8539","cluster6634",0,0,0,"N",0,"",""
"15129","NVE5516","Gene.8541::NVE5516::g.8541::m.8541","cluster540",0,0,0,"N",0,"",""
"15130","NVE5516","Gene.8542::NVE5516::g.8542::m.8542","cluster6179",0,0,0,"N",0,"",""
"15131","NVE5517","Gene.8543::NVE5517::g.8543::m.8543","cluster5243",0,0,0,"N",0,"",""
"15132","NVE5517","Gene.8544::NVE5517::g.8544::m.8544","cluster34",0,0,0,"N",1,"",""
"15133","NVE5517","Gene.8545::NVE5517::g.8545::m.8545","cluster2466",0,0,0,"N",0,"",""
"15136","NVE5520","Gene.8550::NVE5520::g.8550::m.8550","cluster12",0,0,1,"N",7,"",""
"15137","NVE5520","Gene.8551::NVE5520::g.8551::m.8551","cluster288",0,0,1,"Y",0,"",""
"15138","NVE5520","Gene.8552::NVE5520::g.8552::m.8552","cluster798",0,0,1,"N",0,"",""
"15139","NVE5520","Gene.8553::NVE5520::g.8553::m.8553","cluster288",0,0,1,"N",0,"",""
"15140","NVE5520","Gene.8554::NVE5520::g.8554::m.8554","cluster288",0,0,1,"N",2,"",""
"15141","NVE5520","Gene.8555::NVE5520::g.8555::m.8555","cluster288",0,0,1,"N",0,"",""
"15142","NVE5520","Gene.8556::NVE5520::g.8556::m.8556","cluster1368",0,0,1,"N",0,"",""
"15143","NVE5520","Gene.8557::NVE5520::g.8557::m.8557","cluster288",0,0,1,"N",0,"",""
"15144","NVE5520","Gene.8558::NVE5520::g.8558::m.8558","cluster798",0,0,1,"N",0,"",""
"15145","NVE5520","Gene.8559::NVE5520::g.8559::m.8559","cluster798",0,0,1,"N",0,"",""
"15146","NVE5520","Gene.8560::NVE5520::g.8560::m.8560","cluster798",0,0,1,"N",0,"",""
"15147","NVE5520","Gene.8561::NVE5520::g.8561::m.8561","cluster288",0,0,1,"N",0,"",""
"15148","NVE5520","Gene.8562::NVE5520::g.8562::m.8562","cluster288",0,0,1,"N",0,"",""
"15149","NVE5520","Gene.8563::NVE5520::g.8563::m.8563","cluster288",0,0,1,"N",0,"",""
"15150","NVE5522","Gene.8565::NVE5522::g.8565::m.8565","cluster7852",0,0,0,"N",0,"",""
"15151","NVE5522","Gene.8566::NVE5522::g.8566::m.8566","cluster7921",0,0,0,"N",1,"",""
"15152","NVE5522","Gene.8567::NVE5522::g.8567::m.8567","cluster7922",0,0,0,"N",0,"",""
"15153","NVE5522","Gene.8568::NVE5522::g.8568::m.8568","cluster7853",0,0,0,"N",3,"",""
"15154","NVE5522","Gene.8569::NVE5522::g.8569::m.8569","cluster3133",0,0,0,"N",3,"",""
"15155","NVE5522","Gene.8570::NVE5522::g.8570::m.8570","cluster513",0,0,0,"N",0,"",""
"15157","NVE5524","Gene.8573::NVE5524::g.8573::m.8573","cluster4461",0,0,0,"N",0,"",""
"15158","NVE5524","Gene.8574::NVE5524::g.8574::m.8574","cluster1213",0,0,0,"N",0,"",""
"15159","NVE5524","Gene.8575::NVE5524::g.8575::m.8575","cluster6180",0,0,0,"N",0,"",""
"15161","NVE5527","Gene.8579::NVE5527::g.8579::m.8579","cluster123",0,0,0,"N",7,"",""
"15162","NVE5528","Gene.8580::NVE5528::g.8580::m.8580","cluster3752",0,0,0,"N",0,"",""
"15163","NVE5530","Gene.8581::NVE5530::g.8581::m.8581","cluster3217",0,0,0,"N",0,"",""
"15164","NVE5530","Gene.8582::NVE5530::g.8582::m.8582","cluster7089",0,0,0,"N",0,"",""
"15166","NVE5533","Gene.8586::NVE5533::g.8586::m.8586","cluster6640",0,0,0,"N",0,"",""
"15167","NVE5534","Gene.8587::NVE5534::g.8587::m.8587","cluster1210",0,0,0,"N",0,"",""
"15168","NVE5535","Gene.8588::NVE5535::g.8588::m.8588","cluster297",0,0,0,"N",1,"",""
"15169","NVE5535","Gene.8589::NVE5535::g.8589::m.8589","cluster1538",0,0,0,"Y",0,"",""
"15170","NVE5535","Gene.8590::NVE5535::g.8590::m.8590","cluster32",0,0,0,"N",1,"",""
"15171","NVE5536","Gene.8591::NVE5536::g.8591::m.8591","cluster1529",0,0,0,"N",0,"",""
"15172","NVE5536","Gene.8592::NVE5536::g.8592::m.8592","cluster6658",0,0,0,"N",0,"",""
"15173","NVE5538","Gene.8594::NVE5538::g.8594::m.8594","cluster1722",0,0,0,"N",0,"",""
"15174","NVE5539","Gene.8595::NVE5539::g.8595::m.8595","cluster2013",0,0,0,"N",0,"",""
"15177","NVE5543","Gene.8601::NVE5543::g.8601::m.8601","cluster757",0,0,0,"N",0,"",""
"15178","NVE5546","Gene.8602::NVE5546::g.8602::m.8602","cluster1",0,0,0,"Y",0,"",""
"15179","NVE5547","Gene.8603::NVE5547::g.8603::m.8603","cluster5047",0,0,0,"N",0,"",""
"15180","NVE5548","Gene.8604::NVE5548::g.8604::m.8604","cluster1029",0,0,0,"N",1,"",""
"15181","NVE5548","Gene.8605::NVE5548::g.8605::m.8605","cluster2959",0,0,0,"N",0,"",""
"15182","NVE5549","Gene.8606::NVE5549::g.8606::m.8606","cluster1029",0,0,0,"N",1,"",""
"15183","NVE5549","Gene.8607::NVE5549::g.8607::m.8607","cluster87",0,0,0,"Y",0,"",""
"15184","NVE5550","Gene.8608::NVE5550::g.8608::m.8608","cluster827",0,1,0,"Y",0,"",""
"15188","NVE5554","Gene.8615::NVE5554::g.8615::m.8615","cluster2645",0,0,0,"N",0,"",""
"15190","NVE5557","Gene.8619::NVE5557::g.8619::m.8619","cluster1250",0,0,0,"N",0,"",""
"15191","NVE5558","Gene.8620::NVE5558::g.8620::m.8620","cluster1959",0,0,0,"N",0,"",""
"15192","NVE5558","Gene.8621::NVE5558::g.8621::m.8621","cluster7926",0,0,0,"N",0,"",""
"15193","NVE5558","Gene.8622::NVE5558::g.8622::m.8622","cluster6185",0,0,0,"N",2,"",""
"15194","NVE5559","Gene.8623::NVE5559::g.8623::m.8623","cluster16",0,0,0,"N",0,"",""
"15197","NVE5562","Gene.8628::NVE5562::g.8628::m.8628","cluster442",0,0,0,"Y",0,"",""
"15198","NVE5562","Gene.8629::NVE5562::g.8629::m.8629","cluster2768",0,0,0,"N",0,"",""
"15200","NVE5565","Gene.8633::NVE5565::g.8633::m.8633","cluster831",0,0,0,"N",1,"",""
"15201","NVE5565","Gene.8634::NVE5565::g.8634::m.8634","cluster6187",0,0,0,"N",0,"",""
"15202","NVE5565","Gene.8635::NVE5565::g.8635::m.8635","cluster1117",0,0,0,"N",0,"",""
"15204","NVE5567","Gene.8638::NVE5567::g.8638::m.8638","cluster4",0,0,0,"N",7,"",""
"15205","NVE5567","Gene.8639::NVE5567::g.8639::m.8639","cluster2320",0,0,0,"N",0,"",""
"15206","NVE5569","Gene.8641::NVE5569::g.8641::m.8641","cluster764",0,0,0,"N",0,"",""
"15207","NVE5569","Gene.8642::NVE5569::g.8642::m.8642","cluster1090",0,0,0,"N",0,"",""
"15208","NVE5570","Gene.8643::NVE5570::g.8643::m.8643","cluster749",0,0,0,"N",0,"",""
"15209","NVE5571","Gene.8644::NVE5571::g.8644::m.8644","cluster2031",0,0,0,"N",0,"",""
"15210","NVE5574","Gene.8645::NVE5574::g.8645::m.8645","cluster218",0,0,0,"N",0,"",""
"15211","NVE5575","Gene.8646::NVE5575::g.8646::m.8646","cluster5530",0,0,0,"N",0,"",""
"15212","NVE5579","Gene.8647::NVE5579::g.8647::m.8647","cluster2",0,0,0,"N",0,"",""
"15213","NVE5579","Gene.8648::NVE5579::g.8648::m.8648","cluster6188",0,0,0,"N",0,"",""
"15214","NVE5580","Gene.8649::NVE5580::g.8649::m.8649","cluster30",0,0,0,"N",0,"",""
"15215","NVE5581","Gene.8650::NVE5581::g.8650::m.8650","cluster10",0,0,0,"N",0,"",""
"15216","NVE5581","Gene.8651::NVE5581::g.8651::m.8651","cluster744",0,0,0,"N",0,"",""
"15217","NVE5581","Gene.8652::NVE5581::g.8652::m.8652","cluster294",0,0,0,"N",0,"",""
"15218","NVE5582","Gene.8653::NVE5582::g.8653::m.8653","cluster10",0,0,0,"N",0,"",""
"15219","NVE5584","Gene.8654::NVE5584::g.8654::m.8654","cluster14",0,0,0,"N",0,"",""
"15220","NVE5587","Gene.8655::NVE5587::g.8655::m.8655","cluster105",0,0,0,"N",0,"",""
"15221","NVE5588","Gene.8656::NVE5588::g.8656::m.8656","cluster18",1,1,0,"N",2,"",""
"15222","NVE5589","Gene.8657::NVE5589::g.8657::m.8657","cluster18",0,0,0,"Y",2,"",""
"15223","NVE5589","Gene.8658::NVE5589::g.8658::m.8658","cluster2175",0,0,0,"N",0,"",""
"15224","NVE5590","Gene.8659::NVE5590::g.8659::m.8659","cluster18",0,0,0,"N",0,"",""
"15225","NVE5591","Gene.8660::NVE5591::g.8660::m.8660","cluster449",0,0,0,"N",0,"",""
"15227","NVE5596","Gene.8665::NVE5596::g.8665::m.8665","cluster22",0,0,0,"N",0,"",""
"15228","NVE5596","Gene.8666::NVE5596::g.8666::m.8666","cluster4696",0,0,0,"N",0,"",""
"15229","NVE5598","Gene.8667::NVE5598::g.8667::m.8667","cluster2595",1,0,0,"Y",0,"",""
"15230","NVE5599","Gene.8668::NVE5599::g.8668::m.8668","cluster553",1,1,1,"N",0,"",""
"15231","NVE5599","Gene.8669::NVE5599::g.8669::m.8669","cluster694",1,1,1,"N",0,"",""
"15232","NVE5599","Gene.8670::NVE5599::g.8670::m.8670","cluster2138",1,1,1,"N",0,"",""
"15233","NVE5604","Gene.8675::NVE5604::g.8675::m.8675","cluster198",0,0,0,"N",0,"",""
"15235","NVE5607","Gene.8679::NVE5607::g.8679::m.8679","cluster2659",0,0,1,"Y",0,"",""
"15236","NVE5608","Gene.8680::NVE5608::g.8680::m.8680","cluster2659",0,0,0,"Y",0,"",""
"15237","NVE5609","Gene.8681::NVE5609::g.8681::m.8681","cluster1628",0,0,0,"Y",0,"",""
"15241","NVE5614","Gene.8689::NVE5614::g.8689::m.8689","cluster1",0,0,0,"N",0,"",""
"15242","NVE5614","Gene.8690::NVE5614::g.8690::m.8690","cluster2635",0,0,0,"N",0,"",""
"15243","NVE5616","Gene.8692::NVE5616::g.8692::m.8692","cluster375",0,0,0,"N",0,"",""
"15244","NVE5616","Gene.8693::NVE5616::g.8693::m.8693","cluster6190",0,0,0,"N",0,"",""
"15245","NVE5618","Gene.8695::NVE5618::g.8695::m.8695","cluster1005",0,0,0,"N",9,"",""
"15248","NVE5621","Gene.8700::NVE5621::g.8700::m.8700","cluster281",0,0,0,"N",0,"",""
"15249","NVE5622","Gene.8701::NVE5622::g.8701::m.8701","cluster105",0,0,0,"N",0,"",""
"15250","NVE5623","Gene.8702::NVE5623::g.8702::m.8702","cluster715",0,0,0,"N",1,"",""
"15251","NVE5623","Gene.8703::NVE5623::g.8703::m.8703","cluster1824",0,0,0,"N",0,"",""
"15252","NVE5623","Gene.8704::NVE5623::g.8704::m.8704","cluster1315",0,0,0,"N",0,"",""
"15253","NVE5624","Gene.8705::NVE5624::g.8705::m.8705","cluster281",0,0,0,"N",0,"",""
"15254","NVE5625","Gene.8706::NVE5625::g.8706::m.8706","cluster715",0,0,0,"N",0,"",""
"15255","NVE5625","Gene.8707::NVE5625::g.8707::m.8707","cluster1824",0,0,0,"N",7,"",""
"15256","NVE5625","Gene.8708::NVE5625::g.8708::m.8708","cluster715",0,0,0,"N",1,"",""
"15257","NVE5625","Gene.8709::NVE5625::g.8709::m.8709","cluster1315",0,0,0,"Y",0,"",""
"15258","NVE5626","Gene.8710::NVE5626::g.8710::m.8710","cluster281",0,0,0,"N",0,"",""
"15259","NVE5627","Gene.8711::NVE5627::g.8711::m.8711","cluster715",0,0,0,"N",1,"",""
"15260","NVE5627","Gene.8712::NVE5627::g.8712::m.8712","cluster1824",0,0,0,"N",1,"",""
"15261","NVE5627","Gene.8713::NVE5627::g.8713::m.8713","cluster1315",0,0,0,"Y",0,"",""
"15262","NVE5628","Gene.8714::NVE5628::g.8714::m.8714","cluster281",0,0,0,"N",0,"",""
"15263","NVE5629","Gene.8715::NVE5629::g.8715::m.8715","cluster1824",0,0,0,"N",5,"",""
"15264","NVE5629","Gene.8716::NVE5629::g.8716::m.8716","cluster715",0,0,0,"N",0,"",""
"15265","NVE5629","Gene.8717::NVE5629::g.8717::m.8717","cluster715",0,0,0,"N",0,"",""
"15266","NVE5629","Gene.8718::NVE5629::g.8718::m.8718","cluster1315",0,0,0,"Y",0,"",""
"15267","NVE5630","Gene.8719::NVE5630::g.8719::m.8719","cluster63",0,0,0,"Y",0,"",""
"15268","NVE5630","Gene.8720::NVE5630::g.8720::m.8720","cluster582",0,0,0,"N",0,"",""
"15269","NVE5631","Gene.8721::NVE5631::g.8721::m.8721","cluster281",0,0,0,"N",0,"",""
"15270","NVE5632","Gene.8722::NVE5632::g.8722::m.8722","cluster902",0,0,0,"N",0,"",""
"15271","NVE5633","Gene.8723::NVE5633::g.8723::m.8723","cluster3127",0,0,0,"N",0,"",""
"15272","NVE5634","Gene.8724::NVE5634::g.8724::m.8724","cluster293",0,0,0,"N",0,"",""
"15273","NVE5634","Gene.8725::NVE5634::g.8725::m.8725","cluster79",0,0,0,"N",1,"",""
"15274","NVE5636","Gene.8726::NVE5636::g.8726::m.8726","cluster425",0,0,0,"N",1,"",""
"15275","NVE5636","Gene.8727::NVE5636::g.8727::m.8727","cluster4766",0,0,0,"N",0,"",""
"15276","NVE5637","Gene.8728::NVE5637::g.8728::m.8728","cluster964",0,0,0,"Y",0,"",""
"15277","NVE5639","Gene.8729::NVE5639::g.8729::m.8729","cluster3016",0,0,0,"N",0,"",""
"15278","NVE5641","Gene.8730::NVE5641::g.8730::m.8730","cluster905",0,0,0,"N",0,"",""
"15279","NVE5641","Gene.8731::NVE5641::g.8731::m.8731","cluster6191",0,0,0,"N",0,"",""
"15280","NVE5641","Gene.8732::NVE5641::g.8732::m.8732","cluster4686",0,0,0,"N",0,"",""
"15281","NVE5645","Gene.8733::NVE5645::g.8733::m.8733","cluster5004",0,0,0,"N",0,"",""
"15282","NVE5648","Gene.8736::NVE5648::g.8736::m.8736","cluster3618",1,0,0,"N",6,"",""
"15283","NVE5648","Gene.8737::NVE5648::g.8737::m.8737","cluster2",1,0,0,"N",0,"",""
"15284","NVE5650","Gene.8739::NVE5650::g.8739::m.8739","cluster179",0,0,0,"N",0,"",""
"15285","NVE5652","Gene.8741::NVE5652::g.8741::m.8741","cluster556",0,0,0,"N",0,"",""
"15286","NVE5653","Gene.8742::NVE5653::g.8742::m.8742","cluster1636",0,0,0,"N",0,"",""
"15287","NVE5653","Gene.8743::NVE5653::g.8743::m.8743","cluster63",0,0,0,"N",0,"",""
"15288","NVE5653","Gene.8744::NVE5653::g.8744::m.8744","cluster1407",0,0,0,"N",0,"",""
"15291","NVE5655","Gene.8748::NVE5655::g.8748::m.8748","cluster156",0,0,0,"N",0,"",""
"15292","NVE5658","Gene.8750::NVE5658::g.8750::m.8750","cluster702",0,0,0,"N",1,"",""
"15295","NVE5661","Gene.8755::NVE5661::g.8755::m.8755","cluster1154",0,0,0,"N",0,"",""
"15296","NVE5662","Gene.8756::NVE5662::g.8756::m.8756","cluster7271",0,0,0,"Y",1,"",""
"15302","NVE5666","Gene.8765::NVE5666::g.8765::m.8765","cluster152",0,0,0,"Y",0,"",""
"15303","NVE5666","Gene.8766::NVE5666::g.8766::m.8766","cluster349",0,0,0,"N",0,"",""
"15304","NVE5666","Gene.8767::NVE5666::g.8767::m.8767","cluster557",0,0,0,"N",2,"",""
"15305","NVE5666","Gene.8768::NVE5666::g.8768::m.8768","cluster2226",0,0,0,"N",0,"",""
"15306","NVE5666","Gene.8769::NVE5666::g.8769::m.8769","cluster1813",0,0,0,"N",0,"",""
"15312","NVE5668","Gene.8776::NVE5668::g.8776::m.8776","cluster410",0,0,0,"N",0,"",""
"15313","NVE5668","Gene.8777::NVE5668::g.8777::m.8777","cluster410",0,0,0,"N",0,"",""
"15314","NVE5669","Gene.8778::NVE5669::g.8778::m.8778","cluster186",0,0,0,"Y",0,"",""
"15321","NVE5673","Gene.8788::NVE5673::g.8788::m.8788","cluster3976",0,0,0,"N",9,"",""
"15322","NVE5673","Gene.8789::NVE5673::g.8789::m.8789","cluster4220",0,0,0,"N",0,"",""
"15323","NVE5675","Gene.8791::NVE5675::g.8791::m.8791","cluster186",0,0,0,"Y",0,"",""
"15324","NVE5675","Gene.8792::NVE5675::g.8792::m.8792","cluster186",0,0,0,"N",0,"",""
"15325","NVE5677","Gene.8794::NVE5677::g.8794::m.8794","cluster1525",0,0,0,"N",0,"",""
"15326","NVE5677","Gene.8795::NVE5677::g.8795::m.8795","cluster3079",0,0,0,"N",0,"",""
"15327","NVE5678","Gene.8796::NVE5678::g.8796::m.8796","cluster165",0,0,0,"Y",7,"",""
"15328","NVE5678","Gene.8797::NVE5678::g.8797::m.8797","cluster4747",0,0,0,"N",0,"",""
"15329","NVE5678","Gene.8798::NVE5678::g.8798::m.8798","cluster5913",0,0,0,"N",0,"",""
"15332","NVE5681","Gene.8803::NVE5681::g.8803::m.8803","cluster1243",0,0,0,"N",0,"",""
"15333","NVE5681","Gene.8804::NVE5681::g.8804::m.8804","cluster771",0,0,0,"N",1,"",""
"15334","NVE5682","Gene.8805::NVE5682::g.8805::m.8805","cluster4282",0,0,0,"N",3,"",""
"15335","NVE5684","Gene.8807::NVE5684::g.8807::m.8807","cluster3418",0,0,0,"N",2,"",""
"15336","NVE5686","Gene.8809::NVE5686::g.8809::m.8809","cluster2375",0,0,0,"N",0,"",""
"15337","NVE5686","Gene.8810::NVE5686::g.8810::m.8810","cluster2375",0,0,0,"N",0,"",""
"15338","NVE5686","Gene.8811::NVE5686::g.8811::m.8811","cluster2051",0,0,0,"N",0,"",""
"15339","NVE5686","Gene.8812::NVE5686::g.8812::m.8812","cluster2051",0,0,0,"N",0,"",""
"15340","NVE5686","Gene.8813::NVE5686::g.8813::m.8813","cluster2051",0,0,0,"N",0,"",""
"15341","NVE5686","Gene.8814::NVE5686::g.8814::m.8814","cluster2375",0,0,0,"N",0,"",""
"15342","NVE5687","Gene.8815::NVE5687::g.8815::m.8815","cluster82",0,0,0,"N",2,"",""
"15343","NVE5688","Gene.8816::NVE5688::g.8816::m.8816","cluster499",0,0,0,"N",0,"",""
"15344","NVE5691","Gene.8817::NVE5691::g.8817::m.8817","cluster1227",0,0,0,"N",0,"",""
"15345","NVE5691","Gene.8818::NVE5691::g.8818::m.8818","cluster1316",0,0,0,"N",0,"",""
"15346","NVE5691","Gene.8819::NVE5691::g.8819::m.8819","cluster535",0,0,0,"N",0,"",""
"15347","NVE5693","Gene.8820::NVE5693::g.8820::m.8820","cluster1350",0,0,0,"N",0,"",""
"15348","NVE5693","Gene.8821::NVE5693::g.8821::m.8821","cluster2245",0,0,0,"N",0,"",""
"15349","NVE5694","Gene.8822::NVE5694::g.8822::m.8822","cluster1350",0,0,0,"N",0,"",""
"15351","NVE5698","Gene.8825::NVE5698::g.8825::m.8825","cluster21",0,0,1,"N",7,"",""
"15352","NVE5698","Gene.8826::NVE5698::g.8826::m.8826","cluster1205",0,0,1,"N",0,"",""
"15353","NVE5698","Gene.8827::NVE5698::g.8827::m.8827","cluster500",0,0,1,"N",0,"",""
"15357","NVE5701","Gene.8833::NVE5701::g.8833::m.8833","cluster1876",0,0,0,"N",6,"",""
"15358","NVE5701","Gene.8834::NVE5701::g.8834::m.8834","cluster496",0,0,0,"N",1,"",""
"15359","NVE5703","Gene.8836::NVE5703::g.8836::m.8836","cluster138",0,0,0,"N",3,"",""
"15360","NVE5703","Gene.8837::NVE5703::g.8837::m.8837","cluster729",0,0,0,"N",0,"",""
"15361","NVE5705","Gene.8838::NVE5705::g.8838::m.8838","cluster533",0,0,0,"N",0,"",""
"15362","NVE5705","Gene.8839::NVE5705::g.8839::m.8839","cluster386",0,0,0,"N",0,"",""
"15363","NVE5705","Gene.8840::NVE5705::g.8840::m.8840","cluster1282",0,0,0,"N",0,"",""
"15364","NVE5709","Gene.8842::NVE5709::g.8842::m.8842","cluster533",0,0,0,"N",0,"",""
"15365","NVE5709","Gene.8843::NVE5709::g.8843::m.8843","cluster386",0,0,0,"N",0,"",""
"15366","NVE5709","Gene.8844::NVE5709::g.8844::m.8844","cluster1282",0,0,0,"N",0,"",""
"15367","NVE5709","Gene.8845::NVE5709::g.8845::m.8845","cluster1282",0,0,0,"N",0,"",""
"15368","NVE5709","Gene.8846::NVE5709::g.8846::m.8846","cluster386",0,0,0,"N",0,"",""
"15369","NVE5711","Gene.8847::NVE5711::g.8847::m.8847","cluster406",0,0,0,"N",0,"",""
"15370","NVE5712","Gene.8848::NVE5712::g.8848::m.8848","cluster1282",0,0,0,"N",0,"",""
"15371","NVE5712","Gene.8849::NVE5712::g.8849::m.8849","cluster533",0,0,0,"N",0,"",""
"15372","NVE5713","Gene.8850::NVE5713::g.8850::m.8850","cluster79",0,0,0,"N",1,"",""
"15373","NVE5713","Gene.8851::NVE5713::g.8851::m.8851","cluster3685",0,0,0,"N",0,"",""
"15374","NVE5713","Gene.8852::NVE5713::g.8852::m.8852","cluster7938",0,0,0,"N",3,"",""
"15375","NVE5714","Gene.8853::NVE5714::g.8853::m.8853","cluster65",0,0,0,"Y",1,"",""
"15376","NVE5714","Gene.8854::NVE5714::g.8854::m.8854","cluster845",0,0,0,"N",0,"",""
"15377","NVE5715","Gene.8855::NVE5715::g.8855::m.8855","cluster99",0,0,0,"N",0,"",""
"15378","NVE5715","Gene.8856::NVE5715::g.8856::m.8856","cluster7939",0,0,0,"N",0,"",""
"15379","NVE5715","Gene.8857::NVE5715::g.8857::m.8857","cluster263",0,0,0,"N",0,"",""
"15380","NVE5716","Gene.8858::NVE5716::g.8858::m.8858","cluster99",0,0,0,"Y",1,"",""
"15381","NVE5717","Gene.8859::NVE5717::g.8859::m.8859","cluster99",0,0,0,"N",1,"",""
"15382","NVE5718","Gene.8860::NVE5718::g.8860::m.8860","cluster102",1,0,0,"N",0,"",""
"15383","NVE5718","Gene.8861::NVE5718::g.8861::m.8861","cluster2502",1,0,0,"N",0,"",""
"15384","NVE5719","Gene.8862::NVE5719::g.8862::m.8862","cluster102",0,0,0,"N",0,"",""
"15385","NVE5719","Gene.8863::NVE5719::g.8863::m.8863","cluster2260",0,0,0,"N",1,"",""
"15386","NVE5720","Gene.8864::NVE5720::g.8864::m.8864","cluster1733",0,0,0,"N",0,"",""
"15387","NVE5721","Gene.8865::NVE5721::g.8865::m.8865","cluster4393",0,0,0,"N",0,"",""
"15388","NVE5722","Gene.8866::NVE5722::g.8866::m.8866","cluster1399",0,0,0,"N",0,"",""
"15389","NVE5722","Gene.8867::NVE5722::g.8867::m.8867","cluster1109",0,0,0,"N",0,"",""
"15390","NVE5722","Gene.8868::NVE5722::g.8868::m.8868","cluster2837",0,0,0,"N",0,"",""
"15391","NVE5722","Gene.8869::NVE5722::g.8869::m.8869","cluster4347",0,0,0,"N",1,"",""
"15392","NVE5723","Gene.8870::NVE5723::g.8870::m.8870","cluster3458",0,0,0,"N",0,"",""
"15393","NVE5724","Gene.8871::NVE5724::g.8871::m.8871","cluster1978",0,0,0,"N",0,"",""
"15394","NVE5724","Gene.8872::NVE5724::g.8872::m.8872","cluster7941",0,0,0,"N",1,"",""
"15395","NVE5724","Gene.8873::NVE5724::g.8873::m.8873","cluster826",0,0,0,"N",0,"",""
"15396","NVE5725","Gene.8874::NVE5725::g.8874::m.8874","cluster1978",0,0,0,"N",0,"",""
"15397","NVE5726","Gene.8875::NVE5726::g.8875::m.8875","cluster1629",0,0,0,"N",0,"",""
"15398","NVE5727","Gene.8876::NVE5727::g.8876::m.8876","cluster2580",0,0,0,"N",0,"",""
"15399","NVE5728","Gene.8877::NVE5728::g.8877::m.8877","cluster2580",0,0,0,"Y",0,"",""
"15400","NVE5728","Gene.8878::NVE5728::g.8878::m.8878","cluster6200",0,0,0,"N",0,"",""
"15401","NVE5729","Gene.8879::NVE5729::g.8879::m.8879","cluster5645",0,0,0,"N",0,"",""
"15402","NVE5729","Gene.8880::NVE5729::g.8880::m.8880","cluster6200",0,0,0,"N",3,"",""
"15403","NVE5730","Gene.8881::NVE5730::g.8881::m.8881","cluster4965",0,0,0,"Y",0,"",""
"15404","NVE5730","Gene.8882::NVE5730::g.8882::m.8882","cluster1524",0,0,0,"N",0,"",""
"15405","NVE5730","Gene.8883::NVE5730::g.8883::m.8883","cluster5872",0,0,0,"N",0,"",""
"15406","NVE5730","Gene.8884::NVE5730::g.8884::m.8884","cluster3514",0,0,0,"N",0,"",""
"15408","NVE5732","Gene.8887::NVE5732::g.8887::m.8887","cluster125",0,0,0,"N",0,"",""
"15409","NVE5732","Gene.8888::NVE5732::g.8888::m.8888","cluster4331",0,0,0,"N",0,"",""
"15410","NVE5734","Gene.8889::NVE5734::g.8889::m.8889","cluster523",0,0,0,"N",0,"",""
"15411","NVE5734","Gene.8890::NVE5734::g.8890::m.8890","cluster68",0,0,0,"N",0,"",""
"15412","NVE5735","Gene.8891::NVE5735::g.8891::m.8891","cluster5128",0,0,0,"N",0,"",""
"15413","NVE5735","Gene.8892::NVE5735::g.8892::m.8892","cluster2050",0,0,0,"N",0,"",""
"15414","NVE5736","Gene.8893::NVE5736::g.8893::m.8893","cluster3655",0,0,0,"N",0,"",""
"15415","NVE5738","Gene.8894::NVE5738::g.8894::m.8894","cluster2102",0,0,0,"N",0,"",""
"15416","NVE5741","Gene.8897::NVE5741::g.8897::m.8897","cluster17",0,0,0,"N",0,"",""
"15417","NVE5742","Gene.8898::NVE5742::g.8898::m.8898","cluster4926",0,0,0,"N",0,"",""
"15418","NVE5744","Gene.8899::NVE5744::g.8899::m.8899","cluster1644",0,0,0,"N",1,"",""
"15419","NVE5744","Gene.8900::NVE5744::g.8900::m.8900","cluster87",0,0,0,"N",0,"",""
"15420","NVE5744","Gene.8901::NVE5744::g.8901::m.8901","cluster4771",0,0,0,"Y",2,"",""
"15421","NVE5746","Gene.8903::NVE5746::g.8903::m.8903","cluster4699",0,0,0,"N",0,"",""
"15422","NVE5749","Gene.8905::NVE5749::g.8905::m.8905","cluster541",0,0,0,"N",0,"",""
"15423","NVE5749","Gene.8906::NVE5749::g.8906::m.8906","cluster1490",0,0,0,"N",0,"",""
"15424","NVE5749","Gene.8907::NVE5749::g.8907::m.8907","cluster2",0,0,0,"N",0,"",""
"15425","NVE5749","Gene.8908::NVE5749::g.8908::m.8908","cluster3034",0,0,0,"N",1,"",""
"15426","NVE5749","Gene.8909::NVE5749::g.8909::m.8909","cluster1135",0,0,0,"N",0,"",""
"15427","NVE5749","Gene.8910::NVE5749::g.8910::m.8910","cluster1673",0,0,0,"N",0,"",""
"15428","NVE5750","Gene.8911::NVE5750::g.8911::m.8911","cluster1860",0,0,0,"N",0,"",""
"15429","NVE5750","Gene.8912::NVE5750::g.8912::m.8912","cluster3378",0,0,0,"N",0,"",""
