"","Contig","GO"
"85826","NVE11004","GO:0016021"
"85827","NVE11008","GO:0005739"
"85828","NVE11008","GO:0016021"
"85832","NVE11010",""
"85833","NVE11012","GO:0004222"
"85834","NVE11012","GO:0005615"
"85835","NVE11012","GO:0008270"
"85842","NVE11012","GO:0016021"
"85843","NVE11012","GO:0016787"
"85844","NVE11012","GO:0016831"
"85845","NVE11013","GO:0004222"
"85846","NVE11013","GO:0005615"
"85847","NVE11013","GO:0008270"
"85854","NVE11013","GO:0016021"
"85855","NVE11013","GO:0016787"
"85856","NVE11013","GO:0016831"
"85857","NVE11014","GO:0003988"
"85858","NVE11014","GO:0005739"
"85859","NVE11014","GO:0006635"
"85866","NVE11014","GO:0008152"
"85867","NVE11014","GO:0016747"
"85868","NVE11015","GO:0003988"
"85869","NVE11015","GO:0005739"
"85870","NVE11015","GO:0006635"
"85874","NVE11017","GO:0004888"
"85875","NVE11017","GO:0005216"
"85876","NVE11017","GO:0016021"
"85880","NVE11019","GO:0030687"
"85881","NVE11019","GO:0042273"
"85882","NVE11019","GO:0051082"
"85886","NVE11021","GO:0003777"
"85887","NVE11021","GO:0005524"
"85888","NVE11021","GO:0007018"
"85889","NVE11021","GO:0008017"
"85890","NVE11021","GO:0035091"
"85891","NVE11022","GO:0003777"
"85892","NVE11022","GO:0005524"
"85893","NVE11022","GO:0007018"
"85894","NVE11022","GO:0008017"
"85895","NVE11022","GO:0001704"
"85896","NVE11022","GO:0001919"
"85899","NVE11022","GO:0005547"
"85900","NVE11022","GO:0005769"
"85901","NVE11022","GO:0005829"
"85902","NVE11022","GO:0005871"
"85903","NVE11022","GO:0006895"
"85905","NVE11022","GO:0007173"
"85906","NVE11022","GO:0007492"
"85908","NVE11022","GO:0008543"
"85909","NVE11022","GO:0008574"
"85910","NVE11022","GO:0016192"
"85911","NVE11022","GO:0016887"
"85912","NVE11022","GO:0017137"
"85913","NVE11022","GO:0032266"
"85914","NVE11022","GO:0032801"
"85915","NVE11022","GO:0043325"
"85916","NVE11022","GO:0045022"
"85917","NVE11022","GO:0045335"
"85918","NVE11022","GO:0071346"
"85919","NVE11022","GO:0080025"
"85920","NVE11024","GO:0003777"
"85921","NVE11024","GO:0005524"
"85922","NVE11024","GO:0007018"
"85923","NVE11024","GO:0008017"
"85924","NVE11025","GO:0003777"
"85925","NVE11025","GO:0005524"
"85926","NVE11025","GO:0005871"
"85927","NVE11025","GO:0005874"
"85928","NVE11025","GO:0007018"
"85929","NVE11025","GO:0008017"
"85930","NVE11025","GO:0016887"
"85935","NVE11026","GO:0000209"
"85936","NVE11026","GO:0006955"
"85937","NVE11026","GO:0008063"
"85938","NVE11026","GO:0061630"
"85939","NVE11027","GO:0004930"
"85940","NVE11027","GO:0016021"
"85943","NVE11028","GO:0070492"
"85948","NVE11029","GO:0070492"
"85956","NVE11030","GO:0004713"
"85957","NVE11030","GO:0005524"
"85958","NVE11030","GO:0016021"
"85974","NVE11031","GO:0004180"
"85975","NVE11031","GO:0008237"
"85976","NVE11031","GO:0008241"
"85977","NVE11031","GO:0016021"
"85978","NVE11031","GO:0046872"
"85986","NVE11031","GO:0016020"
"85992","NVE11032","GO:0070492"
"86000","NVE11033","GO:0004713"
"86001","NVE11033","GO:0005524"
"86006","NVE11034","GO:0070492"
"86014","NVE11035","GO:0070492"
"86022","NVE11036","GO:0070492"
"86029","NVE11037","GO:0004713"
"86030","NVE11037","GO:0005524"
"86031","NVE11037","GO:0016021"
"86035","NVE11038","GO:0005272"
"86036","NVE11038","GO:0016021"
"86039","NVE11039","GO:0004555"
"86040","NVE11039","GO:0005991"
"86041","NVE11040","GO:0006914"
"86042","NVE11044","GO:0004842"
"86047","NVE11045","GO:0005524"
"86048","NVE11045","GO:0016887"
"86063","NVE11048","GO:0005737"
"86064","NVE11048","GO:0007165"
"86065","NVE11048","GO:0097153"
"86069","NVE11048","GO:0004672"
"86070","NVE11048","GO:0005524"
"86077","NVE11049","GO:0004970"
"86078","NVE11049","GO:0005234"
"86079","NVE11049","GO:0016021"
"86080","NVE11049","GO:0030054"
"86081","NVE11049","GO:0045211"
"86082","NVE11050","GO:0005509"
"86083","NVE11050","GO:0007156"
"86085","NVE11050","GO:0005886"
"86087","NVE11050","GO:0016021"
"86090","NVE11050","GO:0016020"
"86091","NVE11051","GO:0005509"
"86092","NVE11051","GO:0007156"
"86094","NVE11051","GO:0005886"
"86096","NVE11051","GO:0016021"
"86099","NVE11051","GO:0016020"
"86100","NVE11053","GO:0005201"
"86101","NVE11053","GO:0005581"
"86102","NVE11053","GO:0006284"
"86103","NVE11053","GO:0008725"
"86110","NVE11054","GO:0000049"
"86111","NVE11054","GO:0002940"
"86112","NVE11054","GO:0004809"
"86113","NVE11054","GO:0005634"
"86114","NVE11054","GO:0005739"
"86115","NVE11054","GO:0046872"
"86122","NVE11055","GO:0003730"
"86123","NVE11055","GO:0045182"
"86124","NVE11057",""
"86125","NVE11058",""
"86126","NVE11059","GO:0031929"
"86127","NVE11059","GO:0031932"
"86128","NVE11060","GO:0008047"
"86129","NVE11060","GO:0030010"
"86130","NVE11060","GO:0030950"
"86131","NVE11060","GO:0031532"
"86132","NVE11060","GO:0031929"
"86133","NVE11060","GO:0031932"
"86134","NVE11060","GO:0032956"
"86135","NVE11060","GO:0042325"
"86136","NVE11060","GO:0051897"
"86137","NVE11061","GO:0004602"
"86138","NVE11061","GO:0006979"
"86143","NVE11062","GO:0010997"
"86144","NVE11062","GO:0031145"
"86145","NVE11062","GO:0097027"
"86146","NVE11062","GO:1904668"
"86147","NVE11063","GO:0030008"
"86148","NVE11063","GO:0048193"
"86149","NVE11065","GO:0016021"
"86150","NVE11066","GO:0042981"
"86151","NVE11067","GO:0000166"
"86152","NVE11067","GO:0016021"
"86155","NVE11067","GO:0016787"
"86156","NVE11068","GO:0016021"
"86158","NVE11069","GO:0007093"
"86159","NVE11069","GO:1990423"
"86160","NVE11070","GO:0016021"
"86162","NVE11072","GO:0016021"
"86163","NVE11073","GO:0003677"
"86164","NVE11073","GO:0005634"
"86165","NVE11073",""
"86166","NVE11074","GO:0003677"
"86167","NVE11074","GO:0005634"
"86169","NVE11074","GO:0006355"
"86170","NVE11074","GO:0043565"
"86171","NVE11075","GO:0005524"
"86172","NVE11075","GO:0005777"
"86173","NVE11075","GO:0015910"
"86174","NVE11075","GO:0016021"
"86175","NVE11075","GO:0042626"
"86176","NVE11075","GO:0042803"
"86183","NVE11080","GO:0007165"
"86184","NVE11081","GO:0007165"
"86186","NVE11082","GO:0016021"
"86187","NVE11083","GO:0006679"
"86188","NVE11083","GO:0008120"
"86189","NVE11083","GO:0016020"
"86190","NVE11083","GO:0016021"
"86192","NVE11083","GO:0016757"
"86193","NVE11084","GO:0006679"
"86194","NVE11084","GO:0008120"
"86195","NVE11084","GO:0016020"
"86196","NVE11084","GO:0016021"
"86197","NVE11085","GO:0004252"
"86198","NVE11087","GO:0016757"
"86199","NVE11088","GO:0005509"
"86204","NVE11089","GO:0003779"
"86205","NVE11089","GO:0017048"
"86206","NVE11089","GO:0030036"
"86210","NVE11090","GO:0005249"
"86211","NVE11090","GO:0008076"
"86212","NVE11090","GO:0004970"
"86215","NVE11091","GO:0005509"
"86222","NVE11092",""
"86223","NVE11094","GO:0000138"
"86224","NVE11094","GO:0005797"
"86225","NVE11094","GO:0006886"
"86226","NVE11094","GO:0016020"
"86231","NVE11095","GO:0016757"
"86232","NVE11097",""
"86234","NVE11097","GO:0003676"
"86237","NVE11098","GO:0044599"
"86238","NVE11101","GO:0005262"
"86239","NVE11101","GO:0005887"
"86245","NVE11101","GO:0006828"
"86246","NVE11101","GO:0015279"
"86247","NVE11101","GO:0051480"
"86252","NVE11103","GO:0016021"
"86253","NVE11106","GO:0016020"
"86254","NVE11107",""
"86256","NVE11107","GO:0016021"
"86257","NVE11107","GO:0055085"
"86258","NVE11108","GO:0004222"
"86259","NVE11109","GO:0000209"
"86260","NVE11109","GO:0003723"
"86261","NVE11109","GO:0004197"
"86262","NVE11109","GO:0005615"
"86263","NVE11109","GO:0005764"
"86264","NVE11109","GO:0051603"
"86265","NVE11109","GO:0061630"
"86270","NVE11111","GO:0005216"
"86271","NVE11111","GO:0005509"
"86272","NVE11111","GO:0016021"
"86273","NVE11112","GO:0016021"
"86286","NVE11114","GO:0007165"
"86287","NVE11114","GO:0016021"
"86288","NVE11115","GO:0016021"
"86289","NVE11119","GO:0005089"
"86290","NVE11119","GO:0035023"
"86291","NVE11120","GO:0004674"
"86292","NVE11120","GO:0005524"
"86293","NVE11120","GO:0005737"
"86294","NVE11120","GO:0007266"
"86295","NVE11120","GO:0007346"
"86296","NVE11120","GO:0016477"
"86297","NVE11120","GO:0023014"
"86298","NVE11120","GO:0030036"
"86299","NVE11120","GO:0031098"
"86300","NVE11120","GO:0032147"
"86301","NVE11120","GO:0042981"
"86302","NVE11120","GO:0043408"
"86303","NVE11120","GO:0048365"
"86304","NVE11121","GO:0000139"
"86305","NVE11121","GO:0006890"
"86306","NVE11121","GO:0015031"
"86307","NVE11121","GO:0030126"
"86345","NVE11121","GO:0005783"
"86347","NVE11121","GO:0008344"
"86349","NVE11121","GO:0021691"
"86351","NVE11121","GO:0043473"
"86444","NVE11121",""
"86594","NVE11121","GO:0003723"
"86595","NVE11121","GO:0005789"
"86596","NVE11121","GO:0005829"
"86597","NVE11121","GO:0006886"
"86598","NVE11121","GO:0006888"
"86601","NVE11121","GO:0016020"
"86604","NVE11121","GO:0030133"
"86609","NVE11121","GO:0006891"
"86629","NVE11121","GO:0005794"
"86635","NVE11121","GO:0030137"
"86637","NVE11121","GO:0048193"
"86674","NVE11122","GO:0005509"
"86675","NVE11123","GO:0008152"
"86676","NVE11123","GO:0016829"
"86677","NVE11123","GO:0005737"
"86678","NVE11123","GO:0005975"
"86679","NVE11123","GO:0008747"
"86698","NVE11126","GO:0016021"
"86699","NVE11127","GO:0005886"
"86700","NVE11127","GO:0006855"
"86701","NVE11127","GO:0015562"
"86702","NVE11127","GO:0016021"
"86703","NVE11128","GO:0016021"
"86709","NVE11129","GO:0016021"
"86713","NVE11131","GO:0016021"
"86714","NVE11134","GO:0016021"
"86722","NVE11137","GO:0016021"
"86728","NVE11141","GO:0005509"
"86729","NVE11142","GO:0004952"
"86730","NVE11142","GO:0005622"
"86731","NVE11142","GO:0005887"
"86732","NVE11142","GO:0007189"
"86733","NVE11142","GO:0005524"
"86734","NVE11142","GO:0016114"
"86735","NVE11142","GO:0019288"
"86736","NVE11142","GO:0050515"
"86737","NVE11143","GO:0000155"
"86738","NVE11143","GO:0005622"
"86739","NVE11143","GO:0016021"
"86746","NVE11143","GO:0016301"
"86753","NVE11144","GO:0016021"
"86755","NVE11145","GO:0005794"
"86756","NVE11145","GO:0043004"
"86759","NVE11146","GO:0000027"
"86760","NVE11146","GO:0003723"
"86761","NVE11146","GO:0003735"
"86762","NVE11146","GO:0006412"
"86763","NVE11146","GO:0022625"
"86764","NVE11146","GO:1902626"
"86807","NVE11147","GO:0004345"
"86808","NVE11147","GO:0006006"
"86809","NVE11147","GO:0006098"
"86810","NVE11147","GO:0050661"
"86818","NVE11148","GO:0016021"
"86819","NVE11148","GO:0016740"
"86820","NVE11151","GO:0022857"
"86821","NVE11151","GO:0043190"
"86822","NVE11151","GO:0071705"
"86829","NVE11151","GO:0004222"
"86830","NVE11151","GO:0007229"
"86831","NVE11151","GO:0016021"
"86832","NVE11151","GO:0046872"
"86833","NVE11152","GO:0005829"
"86834","NVE11152","GO:0006730"
"86835","NVE11152","GO:0016787"
"86836","NVE11152","GO:0033353"
"86837","NVE11152","GO:0004013"
"86839","NVE11152",""
"86842","NVE11153","GO:0003677"
"86843","NVE11157","GO:0016301"
"86844","NVE11158","GO:0004674"
"86845","NVE11158","GO:0005524"
"86846","NVE11158","GO:0004672"
"86848","NVE11159","GO:0003684"
"86849","NVE11159","GO:0005634"
"86850","NVE11159","GO:0006289"
"86851","NVE11159","GO:0043161"
"86852","NVE11165","GO:0005887"
"86853","NVE11165","GO:0007196"
"86854","NVE11165","GO:0008066"
"86861","NVE11166","GO:0016021"
"86862","NVE11167","GO:0005887"
"86863","NVE11167","GO:0008514"
"86864","NVE11167","GO:0016021"
"86865","NVE11168","GO:0005887"
"86866","NVE11168","GO:0008514"
"86875","NVE11169","GO:0005887"
"86876","NVE11169","GO:0008514"
"86885","NVE11171","GO:0005887"
"86886","NVE11171","GO:0008514"
"86895","NVE11174","GO:0005634"
"86896","NVE11174","GO:0016021"
"86900","NVE11176","GO:0046872"
"86903","NVE11177","GO:0070492"
"86907","NVE11178","GO:0004553"
"86908","NVE11178","GO:0005975"
"86909","NVE11178","GO:0004177"
"86910","NVE11178","GO:0008237"
"86911","NVE11178","GO:0008270"
"86912","NVE11180","GO:0004674"
"86913","NVE11180","GO:0005524"
"86914","NVE11180","GO:0005737"
"86915","NVE11180","GO:0007346"
"86916","NVE11180","GO:0023014"
"86917","NVE11180","GO:0031098"
"86918","NVE11180","GO:0032147"
"86919","NVE11180","GO:0042981"
"86920","NVE11180","GO:0004672"
"86922","NVE11181","GO:0005524"
"86923","NVE11181","GO:0005887"
"86924","NVE11181","GO:0042626"
"86925","NVE11181","GO:0055085"
"86942","NVE11182","GO:0005524"
"86943","NVE11182","GO:0005887"
"86944","NVE11182","GO:0042626"
"86945","NVE11182","GO:0055085"
"86951","NVE11182","GO:0016021"
"86953","NVE11183","GO:0016021"
"86964","NVE11184","GO:0005524"
"86965","NVE11184","GO:0005765"
"86966","NVE11184","GO:0005886"
"86967","NVE11184","GO:0015991"
"86968","NVE11184","GO:0033180"
"86969","NVE11184","GO:0046034"
"86970","NVE11184","GO:0046961"
"86976","NVE11185","GO:0016021"
"86977","NVE11187","GO:0006511"
"86978","NVE11187","GO:0016021"
"86979","NVE11187","GO:0016579"
"86980","NVE11187","GO:0036459"
"86984","NVE11188","GO:0004674"
"86985","NVE11188","GO:0005524"
"86986","NVE11188","GO:0005634"
"86987","NVE11188","GO:0005737"
"86988","NVE11188","GO:0006468"
"86989","NVE11188","GO:0035556"
"86990","NVE11189","GO:0016021"
"86991","NVE11190","GO:0005089"
"86992","NVE11190","GO:0005856"
"86993","NVE11190","GO:0008092"
"86994","NVE11190","GO:0035023"
"86995","NVE11191","GO:0016180"
"86996","NVE11191","GO:0032039"
"86997","NVE11192","GO:0016021"
"86998","NVE11193","GO:0000923"
"86999","NVE11193","GO:0005200"
"87000","NVE11193","GO:0005813"
"87001","NVE11193","GO:0008275"
"87002","NVE11193","GO:0031122"
"87003","NVE11193","GO:0043015"
"87004","NVE11193","GO:0051298"
"87005","NVE11193","GO:0051321"
"87006","NVE11193","GO:0051415"
"87007","NVE11193","GO:0090307"
"87018","NVE11193","GO:0000922"
"87022","NVE11193","GO:0005874"
"87030","NVE11195","GO:0016021"
"87031","NVE11196","GO:0000922"
"87032","NVE11196","GO:0000923"
"87033","NVE11196","GO:0005200"
"87034","NVE11196","GO:0005813"
"87035","NVE11196","GO:0005874"
"87036","NVE11196","GO:0008275"
"87037","NVE11196","GO:0031122"
"87038","NVE11196","GO:0043015"
"87039","NVE11196","GO:0051298"
"87040","NVE11196","GO:0051321"
"87041","NVE11196","GO:0051415"
"87042","NVE11196","GO:0090307"
"87055","NVE11197","GO:0016021"
"87056","NVE11199","GO:0016021"
"87059","NVE11200","GO:0008152"
"87060","NVE11200","GO:0008484"
"87061","NVE11204","GO:0016757"
"87062","NVE11205","GO:0016021"
"87063","NVE11205","GO:0003824"
"87064","NVE11205","GO:0008152"
"87066","NVE11206","GO:0015293"
"87067","NVE11206","GO:0016021"
"87070","NVE11208","GO:0005829"
"87071","NVE11208","GO:0009055"
"87072","NVE11208","GO:0055114"
"87074","NVE11209","GO:0016021"
"87087","NVE11210","GO:0003341"
"87088","NVE11210","GO:0005930"
"87089","NVE11210","GO:0036159"
"87090","NVE11211","GO:0003341"
"87091","NVE11211","GO:0005930"
"87092","NVE11211","GO:0036159"
"87096","NVE11212","GO:0005509"
"87098","NVE11214","GO:0070492"
"87100","NVE11215","GO:0003676"
"87101","NVE11215","GO:0031047"
"87105","NVE11216","GO:0006464"
"87106","NVE11218","GO:0016021"
"87107","NVE11218",""
"87110","NVE11219","GO:0000502"
"87111","NVE11219","GO:0005838"
"87112","NVE11219","GO:0043161"
"87114","NVE11220","GO:0005452"
"87115","NVE11220","GO:0005887"
"87116","NVE11220","GO:0008509"
"87117","NVE11220","GO:0015701"
"87118","NVE11220","GO:0051453"
"87119","NVE11220","GO:0098656"
"87120","NVE11222","GO:0005544"
"87121","NVE11222","GO:0006887"
"87122","NVE11224","GO:0005509"
"87123","NVE11225","GO:0003700"
"87124","NVE11225","GO:0005634"
"87125","NVE11225","GO:0043565"
"87126","NVE11225","GO:0046872"
"87127","NVE11226",""
"87132","NVE11226","GO:0071203"
"87141","NVE11227","GO:0006338"
"87142","NVE11227","GO:0031011"
"87145","NVE11229","GO:0005634"
"87146","NVE11229","GO:0033260"
"87147","NVE11230","GO:0004197"
"87148","NVE11230","GO:0005615"
"87149","NVE11230","GO:0005764"
"87150","NVE11230","GO:0051603"
"87151","NVE11230","GO:0008234"
"87152","NVE11231","GO:0003676"
"87153","NVE11231","GO:0003777"
"87154","NVE11231","GO:0004725"
"87155","NVE11231","GO:0005524"
"87156","NVE11231","GO:0005622"
"87157","NVE11231","GO:0007018"
"87158","NVE11231","GO:0008017"
"87159","NVE11231","GO:0035556"
"87160","NVE11232","GO:0005737"
"87161","NVE11232","GO:0008987"
"87162","NVE11232","GO:0009435"
"87163","NVE11232","GO:0016765"
"87164","NVE11232","GO:0046872"
"87165","NVE11232","GO:0051539"
"87196","NVE11233","GO:0003723"
"87197","NVE11233","GO:0008270"
"87198","NVE11234","GO:0006486"
"87199","NVE11234","GO:0008375"
"87200","NVE11236","GO:0004867"
"87201","NVE11236","GO:0051537"
"87202","NVE11236","GO:1900004"
"87203","NVE11237","GO:0046872"
"87204","NVE11238","GO:0016021"
"87205","NVE11241","GO:0016021"
"87211","NVE11242","GO:0005794"
"87212","NVE11242","GO:0006487"
"87213","NVE11242","GO:0030144"
"87214","NVE11243","GO:0000814"
"87215","NVE11243","GO:0005198"
"87216","NVE11243","GO:0042803"
"87217","NVE11243","GO:0043328"
"87218","NVE11244","GO:0008285"
"87221","NVE11245","GO:0003824"
"87222","NVE11245","GO:0050662"
"87223","NVE11246","GO:0000123"
"87224","NVE11247","GO:0003677"
"87225","NVE11247","GO:0005634"
"87226","NVE11247","GO:0006351"
"87227","NVE11247","GO:0006355"
"87228","NVE11247","GO:0046983"
"87229","NVE11247","GO:0000981"
"87231","NVE11247","GO:0005667"
"87232","NVE11247","GO:0005737"
"87234","NVE11247","GO:0045944"
"87236","NVE11247","GO:0003700"
"87248","NVE11248","GO:0004970"
"87249","NVE11248","GO:0016021"
"87250","NVE11249","GO:0016021"
"87252","NVE11251","GO:0005743"
"87253","NVE11251","GO:0016021"
"87254","NVE11251","GO:0034551"
"87256","NVE11252","GO:0003677"
"87257","NVE11252","GO:0005634"
"87260","NVE11253","GO:0009966"
"87261","NVE11253","GO:0016021"
"87263","NVE11254","GO:0003777"
"87264","NVE11254","GO:0005871"
"87265","NVE11254","GO:0008773"
"87266","NVE11255","GO:0005525"
"87267","NVE11256","GO:0003723"
"87268","NVE11256","GO:0004004"
"87269","NVE11256","GO:0005681"
"87270","NVE11256","GO:0005737"
"87271","NVE11256","GO:0006396"
"87272","NVE11256","GO:0004386"
"87273","NVE11256","GO:0005524"
"87274","NVE11261","GO:0007010"
"87275","NVE11261","GO:0051015"
"87280","NVE11262","GO:0005887"
"87281","NVE11262","GO:0007166"
"87282","NVE11263","GO:0004198"
"87283","NVE11263","GO:0005737"
"87284","NVE11263","GO:0006508"
"87286","NVE11263","GO:0005622"
"87295","NVE11264","GO:0016021"
"87296","NVE11264","GO:0055085"
"87297","NVE11266","GO:0003824"
"87298","NVE11266","GO:0005965"
"87299","NVE11266","GO:0018343"
"87300","NVE11267","GO:0016021"
"87302","NVE11270","GO:0005884"
"87303","NVE11270","GO:0008017"
"87304","NVE11270","GO:0045010"
"87305","NVE11271","GO:0006950"
"87307","NVE11272","GO:0005622"
"87308","NVE11272","GO:0008270"
"87317","NVE11273","GO:0005622"
"87318","NVE11273","GO:0008270"
"87327","NVE11274","GO:0005524"
"87328","NVE11274","GO:0018095"
"87329","NVE11275","GO:0005622"
"87330","NVE11275","GO:0008270"
"87349","NVE11276","GO:0005789"
"87350","NVE11276","GO:0015031"
"87351","NVE11276","GO:0016788"
"87352","NVE11277","GO:0004383"
"87353","NVE11277","GO:0005524"
"87354","NVE11277","GO:0005886"
"87355","NVE11277","GO:0006171"
"87356","NVE11277","GO:0006182"
"87357","NVE11277","GO:0007165"
"87358","NVE11277","GO:0008074"
"87359","NVE11277","GO:0016021"
"87360","NVE11277","GO:0035556"
"87361","NVE11277","GO:0046872"
"87372","NVE11278","GO:0004383"
"87373","NVE11278","GO:0005524"
"87374","NVE11278","GO:0005886"
"87375","NVE11278","GO:0006171"
"87376","NVE11278","GO:0006182"
"87377","NVE11278","GO:0007165"
"87378","NVE11278","GO:0008074"
"87379","NVE11278","GO:0016021"
"87380","NVE11278","GO:0035556"
"87381","NVE11278","GO:0046872"
"87392","NVE11279","GO:0005854"
"87394","NVE11283","GO:0000122"
"87395","NVE11283","GO:0000977"
"87396","NVE11283","GO:0001078"
"87397","NVE11283","GO:0005634"
"87398","NVE11283","GO:0006366"
"87399","NVE11283","GO:0008270"
"87400","NVE11284","GO:0003341"
"87401","NVE11284","GO:0005509"
"87402","NVE11284","GO:0005524"
"87403","NVE11284","GO:0008569"
"87404","NVE11284","GO:0036156"
"87405","NVE11284","GO:0036159"
"87406","NVE11284","GO:0045503"
"87407","NVE11284","GO:0045505"
"87408","NVE11284","GO:0051959"
"87409","NVE11284","GO:0003777"
"87410","NVE11284","GO:0007018"
"87411","NVE11285","GO:0003341"
"87412","NVE11285","GO:0005509"
"87413","NVE11285","GO:0005524"
"87414","NVE11285","GO:0008569"
"87415","NVE11285","GO:0036156"
"87416","NVE11285","GO:0036159"
"87417","NVE11285","GO:0045503"
"87418","NVE11285","GO:0045505"
"87419","NVE11285","GO:0051959"
"87420","NVE11285","GO:0003777"
"87421","NVE11285","GO:0007018"
"87436","NVE11285","GO:0005829"
"87447","NVE11285","GO:0005929"
"87472","NVE11285","GO:0005874"
"87479","NVE11286","GO:0004601"
"87480","NVE11286","GO:0006979"
